member_id,tier,enrollment_date,tenure_days,primary_hub,days_since_last_booking,bookings_last_90d,bookings_last_180d,bookings_last_365d,total_bookings_lifetime,avg_fare,total_spend_lifetime,fare_class_most_common,pct_discount_fares,unique_routes_lifetime,route_diversity_score,pct_bookings_summer,pct_bookings_holiday,points_balance,points_earned_last_90d,points_earning_velocity,redemption_gap_days,points_redeemed_last_365d,points_expiring_soon,complaints_last_365d,support_tickets_open,avg_support_csat,promos_sent_last_180d,promos_redeemed_last_180d,promo_response_rate,app_logins_last_90d,email_open_rate,recency_score,frequency_score,monetary_score,rfm_score,churn_label
TB000401,Blue,2018-12-13,2811,BOS,31,1,1,5,7,280.81,2233.99,Blue Basic,0.14,6,0.857,0.301,0.157,9402,875,9.72,509,5500,1,1,0,2.77,7,0,0.0,10,0.078,96.6,60,22.3,59.6,1
TB000402,Blue Plus,2020-10-06,2148,JFK,208,1,4,4,13,228.76,3280.93,Mint,0.325,6,0.462,0.234,0.134,12096,1490,16.56,70,15063,0,0,0,4.74,9,3,0.355,4,0.52,76.9,48,32.8,52.6,0
TB000403,Blue Plus,2015-08-02,4040,BOS,135,1,1,4,12,214.69,2208.02,Blue Basic,0.222,7,0.583,0.273,0.251,7935,1204,13.38,7,6545,0,0,0,4.65,6,2,0.302,0,0.256,85.0,48,22.1,51.7,0
TB000404,Blue,2021-02-02,2029,BOS,53,1,4,4,19,413.48,6767.94,Blue,0.155,4,0.211,0.102,0.301,31094,5131,57.01,41,10871,0,0,0,4.79,5,2,0.363,6,0.683,94.1,48,67.7,69.9,0
TB000405,Blue Plus,2022-04-08,1599,FLL,277,0,0,0,0,184.17,188.22,Blue Basic,0.445,1,1.0,0.32,0.268,0,0,0.0,442,328,0,2,1,2.53,6,0,0.031,12,0.235,69.2,0,1.9,23.7,1
TB000406,Blue Plus,2026-02-27,178,SJU,130,0,1,1,1,328.44,337.82,Blue,0.07,6,1.0,0.29,0.212,6798,2689,29.88,255,9531,0,2,0,3.6,6,4,0.677,0,0.252,85.6,12,3.4,33.7,0
TB000407,Blue Plus,2021-11-28,1730,JFK,45,0,1,1,4,329.27,1350.64,Blue,0.11,5,1.0,0.351,0.085,13014,0,0.0,80,2065,0,0,0,4.69,5,1,0.278,16,0.501,95.0,12,13.5,40.2,0
TB000408,Blue,2017-07-27,3315,JFK,54,0,1,1,7,168.34,1236.44,Blue,0.158,1,0.143,0.369,0.23,9139,0,0.0,771,10673,1,3,1,3.76,3,0,0.029,0,0.392,94.0,12,12.4,39.5,1
TB000409,Blue,2017-03-08,3456,BOS,236,1,2,4,15,234.31,3759.43,Mint,0.261,4,0.267,0.232,0.0,15795,1162,12.91,515,0,1,2,0,1.99,6,1,0.165,14,0.164,73.8,48,37.6,53.1,1
TB000410,Blue Plus,2025-02-10,560,SJU,52,1,3,8,19,345.6,7497.79,Blue,0.389,8,0.421,0.532,0.024,16072,5143,57.14,8,9330,0,0,0,4.1,7,2,0.277,17,0.559,94.2,96,75.0,88.4,0
TB000411,Blue,2023-11-07,1021,JFK,801,0,0,0,3,266.37,873.83,Blue Extra,0.272,4,1.0,0.32,0.056,7413,388,4.31,31,8572,0,1,0,3.42,5,2,0.387,16,0.135,11.0,0,8.7,6.6,1
TB000412,Blue,2021-11-07,1751,LAX,190,2,2,4,9,195.61,1677.28,Blue,0.191,7,0.778,0.203,0.105,12185,1006,11.18,74,7401,0,1,0,3.06,10,5,0.472,20,0.182,78.9,48,16.8,47.9,0
TB000413,Blue Plus,2023-09-06,1083,JFK,42,3,4,5,10,400.19,4103.03,Blue Basic,0.189,3,0.3,0.095,0.175,24130,2343,26.03,105,2006,0,0,0,3.84,9,2,0.224,2,0.305,95.3,60,41.0,65.4,0
TB000414,Blue,2025-02-10,560,MCO,48,2,2,6,9,190.75,1642.84,Blue,0.564,2,0.222,0.344,0.074,18722,1943,21.59,781,414,0,1,0,3.07,5,2,0.324,0,0.176,94.7,72,16.4,61.0,1
TB000415,Blue,2022-06-20,1526,BOS,54,0,0,0,10,292.06,2966.14,Blue Basic,0.392,7,0.7,0.403,0.126,8905,2423,26.92,73,5491,0,0,0,5.0,8,5,0.585,12,0.432,94.0,0,29.7,41.2,0
TB000416,Blue,2015-11-21,3929,BOS,30,3,3,5,10,264.76,2339.04,Blue Extra,0.269,4,0.4,0.441,0.147,9792,2936,32.62,168,4547,0,1,0,3.34,4,1,0.212,11,0.331,96.7,60,23.4,60.0,0
TB000417,Blue,2024-01-24,943,BOS,13,2,2,9,11,406.6,3889.68,Blue,0.085,12,1.0,0.25,0.252,20732,2616,29.07,3,12586,0,0,0,4.27,9,3,0.301,22,0.693,98.6,100,38.9,79.2,0
TB000418,Blue,2019-04-21,2682,LAX,129,4,7,7,25,478.52,13689.82,Blue,0.295,3,0.12,0.362,0.212,26222,1612,17.91,53,6094,0,1,0,3.64,7,1,0.159,10,0.838,85.7,84,100,89.9,0
TB000419,Mosaic,2017-05-25,3378,JFK,598,3,4,5,13,256.33,3548.89,Blue Basic,0.179,6,0.462,0.28,0.241,13192,2832,31.47,153,8078,0,0,0,4.52,7,0,0.0,12,0.0,33.6,60,35.5,43.0,1
TB000420,Mosaic,2017-10-25,3225,BOS,95,0,1,5,13,329.76,4466.45,Blue Basic,0.029,8,0.615,0.106,0.179,27619,3919,43.54,254,12595,0,0,0,4.06,4,1,0.156,8,0.287,89.4,60,44.7,64.7,0
TB000421,Blue,2014-08-27,4380,MCO,16,0,2,2,16,242.13,4405.45,Blue,0.279,2,0.125,0.404,0.232,9367,2803,31.14,166,7171,0,0,0,4.5,5,3,0.575,19,0.301,98.2,24,44.1,55.4,0
TB000422,Mosaic,2014-09-18,4358,BOS,9,4,4,4,38,369.52,13313.29,Blue,0.172,9,0.237,0.335,0.047,29313,3078,34.2,22,15490,0,0,0,5.0,8,1,0.115,3,0.603,99.0,48,100,82.3,0
TB000423,Blue,2020-05-09,2298,JFK,900,0,0,1,4,259.65,1024.28,Blue Extra,0.32,1,0.25,0.268,0.189,310,0,0.0,3,0,0,2,0,1.72,4,0,0.0,0,0.156,0,12,10.2,7.4,1
TB000424,Blue,2023-02-21,1280,MCO,51,2,5,8,13,306.86,3543.18,Blue,0.535,7,0.538,0.306,0.105,22591,6048,67.2,50,16279,0,0,0,5.0,6,3,0.458,10,0.414,94.3,96,35.4,75.2,0
TB000425,Blue,2021-11-20,1738,MCO,109,1,2,4,8,232.92,1681.74,Blue Extra,0.285,3,0.375,0.451,0.214,1371,0,0.0,110,10523,0,4,0,2.88,7,3,0.379,12,0.513,87.9,48,16.8,50.9,1
TB000426,Blue,2024-04-27,849,LAX,481,2,2,4,4,449.66,1574.41,Blue,0.193,4,1.0,0.317,0.0,17880,1451,16.12,69,9415,0,1,1,2.78,6,0,0.0,0,0.142,46.6,48,15.7,36.8,1
TB000427,Blue,2023-01-12,1320,JFK,143,1,3,7,7,221.34,1746.9,Blue Extra,0.387,4,0.571,0.165,0.026,9716,2765,30.72,403,0,1,3,0,3.51,5,0,0.055,15,0.191,84.1,84,17.5,61.9,1
TB000428,Mosaic,2021-07-27,1854,BOS,2,4,4,7,21,341.52,6385.32,Blue,0.115,6,0.286,0.425,0.114,15694,5176,57.51,94,10675,0,0,0,3.75,6,3,0.506,18,0.33,99.8,84,63.9,82.6,0
TB000429,Blue Plus,2024-09-20,703,LAX,43,0,0,0,2,416.35,783.01,Blue Extra,0.06,6,1.0,0.354,0.108,5705,3254,36.16,153,9047,0,0,0,4.83,4,2,0.507,14,0.433,95.2,0,7.8,34.3,0
TB000430,Mosaic,2021-03-25,1978,BOS,38,3,3,5,8,301.53,2468.11,Blue,0.258,10,1.0,0.422,0.194,19320,0,0.0,26,14587,0,0,0,4.66,3,1,0.268,14,0.486,95.8,60,24.7,60.2,0
TB000431,Blue,2025-02-23,547,BOS,3,0,0,1,12,294.96,3136.31,Blue Extra,0.357,6,0.5,0.032,0.24,23489,3609,40.1,132,0,0,2,0,4.06,9,3,0.368,13,0.367,99.7,12,31.4,47.7,0
TB000432,Blue,2023-02-28,1273,MCO,11,0,0,0,0,59,53.1,Blue Basic,0.22,1,1.0,0.461,0.039,16264,3856,42.84,304,6244,0,0,0,5.0,4,0,0.036,21,0.509,98.8,0,0.5,33.1,0
TB000433,Blue,2023-07-06,1145,BOS,12,0,0,0,5,387.05,1989.82,Blue Basic,0.276,3,0.6,0.44,0.028,16849,0,0.0,62,8105,0,0,0,4.3,6,2,0.346,7,0.449,98.7,0,19.9,39.5,0
TB000434,Blue,2023-10-18,1041,BOS,189,0,1,3,5,342.78,1784.22,Blue,0.02,4,0.8,0.364,0.235,14785,67,0.74,216,13033,0,2,0,3.18,1,0,0.355,9,0.386,79.0,36,17.8,44.3,1
TB000435,Blue,2017-01-04,3519,BOS,337,0,0,0,2,231.85,532.92,Blue,0.218,1,0.5,0.51,0.0,0,1395,15.5,773,0,0,3,0,2.86,8,0,0.0,9,0.173,62.6,0,5.3,22.6,1
TB000436,Blue Plus,2015-09-04,4007,JFK,108,3,4,5,21,233.49,4992.54,Blue Extra,0.122,7,0.333,0.405,0.16,18479,491,5.46,17,20911,0,2,0,2.73,4,0,0.106,4,0.406,88.0,60,49.9,66.0,0
TB000437,Blue,2016-09-09,3636,SJU,71,0,4,4,13,269.01,3674.51,Blue Basic,0.208,6,0.462,0.57,0.255,18288,312,3.47,249,8701,0,2,0,4.34,5,2,0.388,15,0.016,92.1,48,36.7,58.9,0
TB000438,Blue Plus,2022-12-18,1345,MCO,73,4,5,9,9,436.67,4336.46,Blue Extra,0.132,8,0.889,0.308,0.212,17616,2318,25.76,65,2919,0,0,0,4.51,4,2,0.597,7,0.383,91.9,100,43.4,78.4,0
TB000439,Blue,2022-12-29,1334,MCO,10,2,2,2,5,274.78,1479.73,Blue,0.05,8,1.0,0.508,0.22,23063,1542,17.13,238,12495,0,1,0,4.31,7,4,0.642,4,0.662,98.9,24,14.8,45.9,0
TB000440,Blue,2024-09-20,703,BOS,313,2,3,5,7,282.8,1815.97,Blue,0.339,8,1.0,0.3,0.105,15523,1732,19.24,5,0,0,0,0,4.06,7,1,0.094,5,0.423,65.2,60,18.2,47.8,0
TB000441,Blue,2017-11-18,3201,FLL,631,0,1,1,3,393.01,1333.57,Blue,0.033,9,1.0,0.252,0.285,8983,0,0.0,184,17512,0,2,0,3.29,3,2,0.621,20,0.367,29.9,12,13.3,18.4,1
TB000442,Blue,2021-07-17,1864,SJU,13,1,1,1,1,288.77,260.3,Blue,0.267,3,1.0,0.164,0.168,12633,1355,15.06,1000,2026,0,2,1,2.44,4,1,0.148,0,0.001,98.6,12,2.6,37.7,1
TB000443,Blue Plus,2019-09-25,2525,SJU,359,2,4,5,5,266.02,1256.06,Blue Basic,0.093,2,0.4,0.173,0.078,13351,1958,21.76,124,8001,0,1,0,3.75,0,0,0.321,8,0.539,60.1,60,12.6,44.2,1
TB000444,Blue Plus,2024-06-14,801,LAX,96,2,3,7,10,359.85,3429.33,Blue Basic,0.062,10,1.0,0.273,0.15,14868,3977,44.19,198,7830,0,0,0,4.51,3,3,0.846,20,0.629,89.3,84,34.3,69.2,0
TB000445,Blue,2022-10-14,1410,BOS,1,3,4,8,17,326.06,5334.88,Blue Basic,0.3,10,0.588,0.385,0.201,12144,6013,66.81,73,5650,0,0,0,4.99,4,3,0.691,16,0.765,99.9,96,53.3,83.1,0
TB000446,Mosaic,2025-09-11,347,MCO,31,2,7,13,17,388.63,6969.48,Blue,0.234,8,0.471,0.021,0.0,31392,1796,19.96,79,6314,0,0,0,4.31,6,3,0.429,17,0.526,96.6,100,69.7,88.8,0
TB000447,Blue,2022-05-05,1572,SJU,9,1,4,5,14,232.09,3497.45,Blue,0.302,4,0.286,0.481,0.096,10393,254,2.82,285,3798,0,0,0,4.95,8,2,0.267,22,0.243,99.0,60,35.0,64.7,0
TB000448,Blue,2015-07-19,4054,LAX,74,3,3,11,30,254.85,8101.71,Blue,0.58,8,0.267,0.505,0.067,12728,2414,26.82,40,11017,0,0,0,4.89,5,2,0.334,24,0.594,91.8,100,81.0,90.9,0
TB000449,Blue,2015-03-01,4194,MCO,93,1,1,1,20,352.23,7873.8,Blue Extra,0.381,4,0.2,0.201,0.102,15572,1795,19.94,627,8441,0,1,0,3.83,5,2,0.325,15,0.313,89.7,12,78.7,60.1,1
TB000450,Blue,2023-01-25,1307,LAX,131,2,4,4,4,275.65,1144.34,Blue Basic,0.427,3,0.75,0.336,0.156,16627,1032,11.47,300,11889,0,2,0,4.78,6,4,0.731,16,0.576,85.4,48,11.4,48.3,1
TB000451,Mosaic,2023-12-31,967,LAX,13,4,7,11,19,383.94,7690.76,Mint,0.051,9,0.474,0.408,0.101,19414,2000,22.22,65,12756,0,0,0,4.65,4,2,0.546,19,0.528,98.6,100,76.9,91.8,0
TB000452,Mosaic,2017-11-10,3209,MCO,47,4,6,11,25,405.95,10444.08,Blue Basic,0.439,6,0.24,0.372,0.022,19521,3462,38.47,6,14530,0,0,0,4.7,7,4,0.637,17,0.318,94.8,100,100,98.3,0
TB000453,Blue,2021-07-06,1875,JFK,144,2,2,5,14,334.61,4724.67,Blue,0.498,9,0.643,0.384,0.169,12124,2125,23.61,233,6537,0,0,0,5.0,7,3,0.361,11,0.441,84.0,60,47.2,63.7,0
TB000454,Blue,2023-11-18,1010,MCO,2,0,1,3,10,298.04,3044.32,Blue,0.17,5,0.5,0.282,0.049,6166,6535,72.61,63,12792,0,0,0,4.13,5,3,0.664,25,0.677,99.8,36,30.4,55.4,0
TB000455,Blue,2022-12-20,1343,JFK,270,1,3,6,8,220.7,1620.99,Blue,0.348,3,0.375,0.24,0.19,11054,187,2.08,110,2694,0,1,0,3.39,4,1,0.336,15,0.437,70.0,72,16.2,52.7,1
TB000456,Blue,2018-05-31,3007,JFK,113,1,1,4,18,389.44,6186.92,Blue,0.141,10,0.556,0.43,0.168,12760,2539,28.21,52,5903,0,0,0,3.92,7,2,0.26,23,0.457,87.4,48,61.9,65.8,0
TB000457,Blue,2023-01-26,1306,JFK,350,0,1,3,5,353.8,1908.37,Blue,0.103,1,0.2,0.256,0.024,9831,1303,14.48,580,15223,1,2,0,3.33,7,2,0.294,21,0.025,61.1,36,19.1,38.7,1
TB000458,Blue,2016-07-19,3688,BOS,92,0,1,3,8,196.17,1529.43,Blue,0.26,2,0.25,0.32,0.088,9098,0,0.0,43,14355,0,1,1,4.35,7,0,0.0,4,0.162,89.8,36,15.3,47.0,0
TB000459,Blue,2018-06-09,2998,FLL,12,1,6,6,26,341.62,9909.61,Mint,0.265,6,0.231,0.222,0.065,19283,2614,29.04,245,14063,0,0,0,4.28,4,2,0.604,3,0.255,98.7,72,99.1,89.9,0
TB000460,Blue,2017-03-12,3452,LAX,24,2,2,3,19,345.97,6215.64,Blue Basic,0.094,4,0.211,0.229,0.177,25489,3386,37.62,163,7086,0,0,0,4.3,5,4,0.75,14,0.481,97.3,36,62.2,65.2,0
TB000461,Blue,2016-01-08,3881,LAX,189,1,1,1,15,179.02,2914.18,Blue,0.079,9,0.6,0.218,0.12,10122,5051,56.12,576,13664,1,1,0,4.42,8,3,0.333,6,0.455,79.0,12,29.1,40.0,1
TB000462,Blue Plus,2021-04-01,1971,SJU,1,0,4,6,18,282.24,4556.4,Blue,0.354,4,0.222,0.363,0.113,21846,4213,46.81,29,8819,0,0,0,5.0,8,6,0.798,15,0.462,99.9,72,45.6,72.5,0
TB000463,Mosaic,2019-05-19,2654,JFK,194,1,2,2,10,265.63,2840.83,Blue,0.351,4,0.4,0.635,0.254,13245,5463,60.7,133,9364,0,1,0,4.24,9,4,0.416,7,0.202,78.4,24,28.4,43.6,1
TB000464,Blue Plus,2017-04-26,3407,BOS,103,1,3,3,4,261.25,1191.76,Blue Basic,0.285,3,0.75,0.091,0.157,20034,2491,27.68,141,0,0,0,0,3.46,7,1,0.187,2,0.339,88.6,36,11.9,45.5,0
TB000465,Blue,2025-02-01,569,FLL,101,0,0,3,3,257.47,769.88,Blue,0.319,1,0.333,0.458,0.17,252,1010,11.22,915,11369,1,0,0,4.85,4,1,0.32,14,0.122,88.8,36,7.7,44.2,1
TB000466,Blue Plus,2019-06-18,2624,BOS,38,2,2,4,12,122.5,1316.11,Mint,0.314,4,0.333,0.414,0.209,14110,1178,13.09,115,10619,0,1,0,2.0,6,0,0.0,13,0.416,95.8,48,13.2,52.3,1
TB000467,Mosaic,2024-03-09,898,LAX,12,3,5,9,22,362.27,7769.92,Blue Basic,0.169,9,0.409,0.299,0.072,21277,4047,44.97,9,10280,0,0,0,4.75,4,3,0.671,19,0.453,98.7,100,77.7,92.1,0
TB000468,Blue Plus,2019-04-01,2702,SJU,436,0,0,0,2,284.6,542.01,Blue Extra,0.181,1,0.5,0.381,0.048,18630,304,3.38,237,7069,0,0,0,3.72,4,0,0.105,24,0.23,51.6,0,5.4,19.0,1
TB000469,Blue Plus,2014-09-11,4365,JFK,502,1,2,2,2,280.86,610.81,Blue Basic,0.485,6,1.0,0.266,0.159,14293,1115,12.39,296,0,0,0,0,4.94,5,0,0.024,21,0.305,44.2,24,6.1,24.8,1
TB000470,Blue Plus,2023-11-12,1016,LAX,286,2,2,3,6,375.77,2390.33,Blue Extra,0.226,7,1.0,0.522,0.168,13563,1582,17.58,112,10361,0,0,0,4.14,4,0,0.095,5,0.487,68.2,36,23.9,42.7,1
TB000471,Blue Plus,2016-05-25,3743,JFK,57,3,4,5,14,367.74,4595.04,Blue Extra,0.239,5,0.357,0.277,0.086,7387,4551,50.57,6,5345,0,2,0,3.74,5,2,0.325,7,0.42,93.7,60,46.0,66.6,0
TB000472,Blue Plus,2014-11-03,4312,JFK,6,4,5,9,33,394.92,11349.53,Blue,0.366,7,0.212,0.298,0.055,20281,3536,39.29,15,11225,0,0,0,4.52,6,3,0.495,15,0.376,99.3,100,100,99.8,0
TB000473,Blue,2025-08-14,375,JFK,23,2,4,4,4,399.12,1678.03,Blue Basic,0.279,3,0.75,0.317,0.143,9306,1499,16.66,171,16347,0,0,0,4.17,5,2,0.447,8,0.415,97.4,48,16.8,54.1,0
TB000474,Blue,2020-04-02,2335,BOS,79,2,4,4,10,335.35,3753.84,Blue,0.175,3,0.3,0.211,0.08,5789,1728,19.2,44,16788,0,1,0,3.82,5,0,0.016,4,0.451,91.2,48,37.5,58.9,0
TB000475,Blue,2019-10-05,2515,BOS,168,1,1,1,7,360.97,2382.69,Blue Basic,0.332,6,0.857,0.462,0.124,3370,5557,61.74,213,9499,0,2,0,2.99,11,4,0.392,5,0.091,81.3,12,23.8,39.0,0
TB000476,Blue,2025-06-11,439,SJU,111,0,1,5,5,369.4,1599.62,Blue Basic,0.268,9,1.0,0.461,0.188,28106,3607,40.08,134,9626,0,0,0,5.0,4,2,0.599,13,0.777,87.7,60,16.0,54.6,0
TB000477,Blue,2025-11-19,278,BOS,5,1,5,10,10,428.87,4539.48,Blue Basic,0.395,8,0.8,0.342,0.104,26886,4305,47.83,1,377,0,0,0,3.58,8,4,0.531,18,0.822,99.4,100,45.4,81.6,0
TB000478,Blue Plus,2020-04-01,2336,JFK,41,1,1,1,11,400.73,4818.44,Mint,0.443,6,0.545,0.176,0.105,15739,0,0.0,248,6820,0,1,0,4.0,3,0,0.069,24,0.362,95.4,12,48.2,51.9,0
TB000479,Blue Plus,2018-10-15,2870,BOS,96,1,4,4,14,334.31,5227.14,Blue,0.0,7,0.5,0.15,0.05,6817,2540,28.22,175,4780,0,0,0,4.56,6,0,0.0,6,0.113,89.3,48,52.3,63.2,0
TB000480,Blue,2022-12-27,1336,JFK,366,0,2,2,2,411.35,916.67,Mint,0.064,5,1.0,0.346,0.251,24359,1730,19.22,152,10557,0,0,0,4.15,9,1,0.117,28,0.184,59.3,24,9.2,30.8,1
TB000481,Blue Plus,2018-09-09,2906,BOS,552,0,1,5,19,399.5,8167.35,Blue Extra,0.563,2,0.105,0.083,0.155,12002,1066,11.84,239,6454,0,1,0,4.11,5,3,0.556,13,0.482,38.7,60,81.7,60.1,1
TB000482,Blue,2025-01-22,579,BOS,87,4,4,7,7,250.09,1691.68,Blue Basic,0.089,6,0.857,0.244,0.069,4951,0,0.0,149,3695,0,1,0,3.85,2,1,0.348,2,0.081,90.3,84,16.9,63.7,0
TB000483,Blue,2015-07-27,4046,JFK,268,2,4,5,22,381.11,7743.99,Blue Extra,0.186,6,0.273,0.349,0.091,17492,2740,30.44,41,11532,0,0,0,4.59,8,5,0.581,16,0.657,70.2,60,77.4,69.2,0
TB000484,Blue,2016-08-06,3670,BOS,35,2,2,2,8,311.15,2304.9,Blue Basic,0.154,6,0.75,0.331,0.196,13053,3730,41.44,17,14761,0,2,1,3.67,6,3,0.474,0,0.645,96.1,24,23.0,47.7,0
TB000485,Mosaic,2022-06-20,1526,JFK,48,5,5,7,18,238.11,3792.35,Blue Basic,0.499,11,0.611,0.244,0.179,16863,2801,31.12,57,7654,0,0,0,4.86,7,3,0.484,27,0.487,94.7,84,37.9,72.2,0
TB000486,Blue Plus,2018-07-18,2959,LAX,59,1,2,2,9,262.25,2138.47,Blue Basic,0.195,2,0.222,0.034,0.179,4942,0,0.0,35,8187,0,1,0,3.22,4,0,0.048,14,0.428,93.4,24,21.4,46.3,0
TB000487,Blue Plus,2014-08-31,4376,BOS,2,3,8,9,34,363.19,12254.96,Blue,0.321,9,0.265,0.388,0.183,7099,3315,36.83,2,0,0,0,0,4.22,5,3,0.608,4,0.531,99.8,100,100,99.9,0
TB000488,Blue Plus,2025-03-24,518,BOS,48,1,1,3,4,265.83,1047.32,Blue Extra,0.304,10,1.0,0.191,0.057,20385,887,9.86,238,12275,0,1,0,3.78,3,1,0.463,13,0.68,94.7,36,10.5,47.1,0
TB000489,Blue Plus,2025-09-01,357,JFK,110,2,4,4,4,355.61,1348.65,Blue,0.448,4,1.0,0.361,0.0,4687,652,7.24,273,0,0,0,0,4.74,7,1,0.092,0,0.11,87.8,48,13.5,49.8,0
TB000490,Mosaic,2020-07-19,2227,JFK,18,2,4,11,21,439.66,8377.71,Mint,0.248,9,0.429,0.321,0.256,17125,2651,29.46,28,14481,0,0,0,4.4,4,2,0.476,8,0.504,98.0,100,83.8,93.9,0
TB000491,Blue,2014-11-25,4290,BOS,207,3,4,5,24,232.4,5047.3,Blue,0.127,6,0.25,0.293,0.0,9733,2923,32.48,39,11611,0,0,0,4.14,7,3,0.383,16,0.498,77.0,60,50.5,62.5,0
TB000492,Blue,2020-05-08,2299,JFK,72,0,2,2,3,245.57,722.82,Blue,0.356,4,1.0,0.394,0.158,14140,2173,24.14,42,11623,0,2,0,4.13,6,2,0.264,7,0.446,92.0,24,7.2,41.1,0
TB000493,Blue Plus,2021-03-02,2001,JFK,94,3,4,8,17,303.36,5240.22,Blue,0.297,9,0.529,0.398,0.256,16903,2238,24.87,206,13023,0,0,0,4.32,6,3,0.495,9,0.343,89.6,96,52.4,79.3,0
TB000494,Blue Plus,2021-08-15,1835,FLL,140,2,2,5,14,269.33,3467.67,Blue Extra,0.117,7,0.5,0.342,0.071,9294,1291,14.34,133,6068,0,2,0,3.88,3,1,0.285,21,0.191,84.4,60,34.7,59.7,0
TB000495,Blue,2018-03-14,3085,JFK,247,2,3,3,10,338.44,3235.42,Blue Basic,0.188,1,0.1,0.241,0.097,27052,2674,29.71,51,5211,0,0,0,4.62,4,1,0.257,18,0.146,72.6,36,32.4,47.0,0
TB000496,Blue,2024-07-23,762,JFK,68,1,2,2,5,289.36,1483.91,Blue,0.202,3,0.6,0.463,0.14,9220,527,5.86,731,11771,1,2,1,3.9,5,0,0.096,21,0.176,92.4,24,14.8,43.7,1
TB000497,Blue Plus,2019-07-30,2582,JFK,228,2,2,2,14,214.23,3329.26,Blue Extra,0.205,8,0.571,0.42,0.114,15851,1513,16.81,188,10888,0,0,0,4.6,4,2,0.576,20,0.449,74.7,24,33.3,44.0,0
TB000498,Blue Plus,2022-05-17,1560,FLL,241,2,3,3,14,332.43,4035.29,Blue Basic,0.336,6,0.429,0.358,0.259,6718,4221,46.9,105,0,0,1,0,4.18,8,8,0.941,19,0.489,73.2,36,40.4,49.9,0
TB000499,Blue,2015-07-30,4043,LAX,146,0,0,2,23,242.85,5340.79,Blue,0.235,1,0.043,0.229,0.138,3536,1504,16.71,415,7449,1,2,0,2.79,4,1,0.126,14,0.252,83.8,24,53.4,53.7,1
TB000500,Mosaic,2016-10-18,3597,LAX,36,0,0,0,22,452.46,9644.63,Blue Basic,0.483,4,0.182,0.216,0.157,4861,3701,41.12,52,8702,0,0,0,5.0,4,3,0.667,14,0.684,96.0,0,96.4,64.1,0
TB000501,Blue,2016-11-04,3580,JFK,171,2,3,5,29,327.88,8275.52,Blue,0.174,8,0.276,0.417,0.148,13858,1415,15.72,3,10230,0,1,1,2.77,8,1,0.17,17,0.443,81.0,60,82.8,74.6,0
TB000502,Blue,2023-10-19,1040,SJU,34,1,1,3,3,340.35,1022.87,Mint,0.38,10,1.0,0.281,0.077,16141,1857,20.63,12,12646,0,0,0,4.2,7,5,0.682,19,0.619,96.2,36,10.2,47.5,0
TB000503,Blue,2017-03-14,3450,MCO,59,0,0,0,17,514.47,7862.8,Blue Basic,0.206,2,0.118,0.018,0.195,20858,1683,18.7,12,0,0,1,0,5.0,5,3,0.574,12,0.146,93.4,0,78.6,57.3,0
TB000504,Blue,2019-02-24,2738,BOS,33,0,0,0,2,261.77,538.28,Blue Extra,0.295,4,1.0,0.31,0.338,4958,5222,58.02,1000,12410,0,1,0,3.7,3,1,0.318,3,0.431,96.3,0,5.4,33.9,0
TB000505,Blue Plus,2024-05-09,837,JFK,81,0,0,3,4,344.41,1428.5,Mint,0.132,2,0.5,0.147,0.208,16156,3336,37.07,6,9425,0,0,0,4.57,10,0,0.0,12,0.225,91.0,36,14.3,47.1,0
TB000506,Blue,2020-02-21,2376,BOS,61,3,3,3,11,283.19,2724.75,Blue Extra,0.358,7,0.636,0.545,0.093,11419,1177,13.08,10,5308,0,0,0,4.3,9,1,0.148,0,0.294,93.2,36,27.2,52.1,0
TB000507,Blue Plus,2022-11-10,1383,BOS,2,1,1,1,1,288.18,261.57,Blue Basic,0.0,10,1.0,0.339,0.216,17575,2392,26.58,94,14205,0,1,0,4.6,8,2,0.262,15,0.524,99.8,12,2.6,38.1,0
TB000508,Blue,2018-12-20,2804,LAX,355,0,0,2,5,348.19,1689.29,Blue Extra,0.337,9,1.0,0.309,0.102,231,1801,20.01,10,15662,0,2,1,3.59,5,1,0.185,0,0.179,60.6,24,16.9,33.8,1
TB000509,Blue Plus,2015-10-06,3975,MCO,165,1,4,4,5,223.22,1018.92,Blue,0.356,5,1.0,0.329,0.171,17853,0,0.0,107,8953,0,0,0,5.0,5,2,0.462,4,0.443,81.7,48,10.2,46.6,0
TB000510,Blue,2019-07-04,2608,FLL,69,2,5,11,26,428.72,9786.43,Blue Extra,0.185,8,0.308,0.36,0.259,30904,2462,27.36,62,2474,0,0,0,4.07,3,2,0.632,11,0.746,92.3,100,97.9,96.7,0
TB000511,Blue,2015-04-30,4134,JFK,162,2,5,5,17,369.37,6333.42,Blue,0.35,4,0.235,0.166,0.186,5743,1528,16.98,272,12293,0,1,0,2.72,3,0,0.0,14,0.676,82.0,60,63.3,68.4,0
TB000512,Blue,2021-05-21,1921,MCO,7,1,3,10,25,304.89,8007.4,Blue,0.194,7,0.28,0.636,0.2,12820,3868,42.98,23,22083,0,0,0,4.39,9,3,0.383,17,0.213,99.2,100,80.1,93.1,0
TB000513,Blue,2019-09-12,2538,FLL,97,0,0,0,0,276.9,306.41,Mint,0.076,7,1.0,0.273,0.135,11935,1516,16.84,200,8282,0,0,0,4.96,8,3,0.341,23,0.303,89.2,0,3.1,30.8,0
